"component_name","final_classification","batch","priority","risk_level","effort","consumer_apps","repo_ui_status","spec_required","migration_complexity"
"Line","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"LineChart","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","admin-portal|admin-portal-boost|agent-admin","missing","no","low"
"Linechart Policy","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"LinechartPolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","admin-portal","missing","no","low"
"LineContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"LineShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"ListAdminView","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"ListCustomerView","SPLIT","1.5","P0","HIGH","XL","agent-web-portal","partial","no","high"
"ListCustomerViewContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"ListCustomerViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"ListDetailSchemeView","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-portal","partial","no","low"
"ListHotleadsView","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-portal","partial","no","low"
"ListPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"ListTransactionView","SPLIT","1.5","P1","HIGH","XS","admin-portal|agent-web-portal","partial","no","high"
"ListTransactionViewContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"ListTransactionViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"LiveTickets","SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"LiveTicketsContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","ticket-portal","partial","no","low"
"LiveTicketsShell","KEEP_APP_LOCAL","N/A","P1","LOW","M","ticket-portal","partial","no","low"
"LLMPage","SPLIT","1.5","P1","MEDIUM","M","gen-ai-portal","partial","no","high"
"LLMPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","gen-ai-portal","missing","no","low"
"Loader","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|affiliate-admin|affiliate-portal|agent-microsite|agent-portal|agent-web-portal|customer-portal|ecommerce-gelm|ecommerce-teman|grab-landing-page|haruuz-microsite|partner-portal|sso-portal|teman-affiliate-portal","partial","yes","medium"
"Loading","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|mykawan-website|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"LoadingData","KEEP_APP_LOCAL","N/A","P2","LOW","XS","mykawan-website","missing","no","low"
"LoadingWrapper","NEW_SHARED_COMPONENT","4","P0","MEDIUM","S","claim-portal|gegm-friendcover","partial","yes","medium"
"Lock","KEEP_APP_LOCAL","N/A","P3","LOW","XS","ticket-portal","partial","no","low"
"Login","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","customer-portal|ecommerce-teman","missing","no","low"
"LoginIndex","SPLIT","1.5","P0","MEDIUM","M","ticket-portal","partial","no","high"
"LoginIndexContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ticket-portal","partial","no","low"
"LoginModal","SPLIT","1.5","P0","HIGH","S","claim-portal","missing","no","high"
"LoginModalContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","claim-portal","missing","no","low"
"LoginModalPhone","SPLIT","1.5","P1","MEDIUM","S","claim-portal","missing","no","high"
"LoginModalPhoneContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","claim-portal","missing","no","low"
"LoginModalPhoneShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"LoginModalShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"LoginPage","SPLIT","1.5","P0","HIGH","M","gen-ai-portal|haruuz-microsite|sso-portal|ticket-portal","partial","no","high"
"LoginPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"LoginPageShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","gen-ai-portal|haruuz-microsite|sso-portal","missing","no","low"
"LoginPartnerView","KEEP_APP_LOCAL","N/A","P3","MEDIUM","N/A","sso-portal","missing","no","low"
"LoginView","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal|sso-portal","missing","no","high"
"LoginViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ticket-portal","partial","no","low"
"LogoutModal","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"LogoutPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","gen-ai-portal","missing","no","low"
"MailIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-web-portal","partial","no","low"
"Main","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MainIndex","SPLIT","1.5","P0","MEDIUM","M","ticket-portal","partial","no","high"
"MaritalStatusDropdown","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"MasterdataAmlaAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataAmlaImportPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataAmlaParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataCurrencyParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataHolidayDateAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataHolidayDateParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataProductAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataProductEditPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataProductPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"MasterdataProductView","SPLIT","1.5","P1","MEDIUM","M","affiliate-admin|partner-portal","missing","no","high"
"MasterdataProductViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"MasterdataUserAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MasterdataUserParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MatchListModal","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"MatchListTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"Menu","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"Menubar","NEW_SHARED_COMPONENT","4","P0","HIGH","S","admin-portal|admin-portal-boost","missing","yes","high"
"Metrics","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"Metrics1","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"Metrics2","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"Metrics3","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"MicrosoftLoginButton","KEEP_APP_LOCAL","N/A","P2","HIGH","XS","admin-portal|sso-portal","missing","no","low"
"Minus","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"MobileBurgerMenu","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","gegm-friendcover","partial","no","low"
"Modal","NEW_SHARED_COMPONENT","4","P0","HIGH","XS","admin-portal|affiliate-admin|affiliate-portal|agent-admin|agent-portal|agent-web-portal|partner-portal|teman-affiliate-admin|teman-affiliate-portal|ticket-portal","partial","yes","high"
"ModalAcceptCookie","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite|ecommerce-gelm","partial","no","low"
"ModalAcknowledgement","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"ModalAddHibah","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"ModalAddonInfo","KEEP_APP_LOCAL","N/A","P0","HIGH","S","ecommerce-teman","missing","no","low"
"ModalAddonOptions","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"ModalAddWasi","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"ModalBenefitRequirement","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalBlocked","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"ModalCancelClaimConfirmation","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalChangeAssignee","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalChangeNomineeType","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalClaimAge","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalConfirmation","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalCreateTicket","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalDeleteConfirmation","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalDeleteResult","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalDeliveryAddress","SPLIT","1.5","P1","MEDIUM","M","mykawan-website","missing","no","high"
"ModalDocuments","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalDocumentViewer","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalEditNomineeBankDetails","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalError","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalErrorBlacklist","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"ModalFilter","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"ModalFilterClaim","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"ModalFormOps","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","S","customer-portal|ecommerce-teman|sso-portal","missing","no","high"
"ModalFormRegister","KEEP_APP_LOCAL","N/A","P3","LOW","N/A","sso-portal","missing","no","low"
"ModalHttpError","KEEP_APP_LOCAL","N/A","P3","LOW","XS","teman-affiliate-portal","partial","no","low"
"ModalInfoRulesChild","KEEP_APP_LOCAL","N/A","P3","LOW","XS","haruuz-microsite","missing","no","low"
"ModalInvalidPlan","SPLIT","1.5","P1","MEDIUM","M","haruuz-microsite","partial","no","high"
"ModalInvalidPlanContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"ModalInvalidPlanShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"ModalJenisClaim","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"ModalListSelectPlan (Components)","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","agent-microsite","partial","no","low"
"ModalListSelectPlanCopy","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"ModalNewClaim","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"ModalOccupationClass","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","customer-portal|ecommerce-teman","missing","no","low"
"ModalOtp","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","customer-portal","missing","no","low"
"ModalOtpVoucher","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","mykawan-website","missing","yes","medium"
"ModalPdf","SPLIT","1.5","P1","MEDIUM","M","haruuz-microsite","partial","no","high"
"ModalPdfContainer","KEEP_APP_LOCAL","N/A","P1","LOW","XS","haruuz-microsite","missing","no","low"
"ModalPdfShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","haruuz-microsite","missing","no","low"
"ModalPolicyholderExist","SPLIT","1.5","P1","MEDIUM","M","haruuz-microsite","partial","no","high"
"ModalPolicyholderExistContainer","KEEP_APP_LOCAL","N/A","P1","LOW","XS","haruuz-microsite","missing","no","low"
"ModalPolicyholderExistShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","haruuz-microsite","missing","no","low"
"ModalProposalForm","SPLIT","1.5","P1","HIGH","XL","haruuz-microsite","partial","no","high"
"ModalProposalFormContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"ModalProposalFormShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"ModalQrVoucher","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","mykawan-website","missing","yes","medium"
"ModalRedeemSuccess","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","mykawan-website","missing","yes","medium"
"ModalSampleImage","SPLIT","1.5","P1","MEDIUM","S","customer-portal|ecommerce-teman|grab-landing-page","missing","no","high"
"ModalSampleImageContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"ModalSampleImageShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"ModalSanction","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"ModalSanctionAlreadyExist","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"ModalSanctionByRules","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"ModalSelectLang","SPLIT","1.5","P1","MEDIUM","XS","agent-microsite|ecommerce-teman","partial","no","high"
"ModalSelectLangChange","SPLIT","1.5","P1","MEDIUM","XS","agent-microsite|ecommerce-teman","partial","no","high"
"ModalSelectLangChangeContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"ModalSelectLangChangeShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"ModalSelectLangContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"ModalSelectLangShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"ModalSelectNomineeType","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"ModalSelectPlan","SPLIT","1.5","P1","MEDIUM","M","haruuz-microsite","partial","no","high"
"ModalSelectPlanContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"ModalSelectPlanShell","NEW_SHARED_COMPONENT","4","P1","LOW","S","haruuz-microsite","missing","yes","low"
"ModalSort","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","agent-microsite|ecommerce-teman","partial","yes","medium"
"ModalSuccess","NEW_SHARED_COMPONENT","4","P2","MEDIUM","XS","agent-microsite|customer-portal|ecommerce-gelm|sso-portal","partial","yes","medium"
"ModalSuccessOps","SPLIT","1.5","P1","MEDIUM","S","customer-portal|ecommerce-teman|grab-landing-page","missing","no","high"
"ModalSuccessOpsContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"ModalSuccessOpsShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"ModalSuccessShell","NEW_SHARED_COMPONENT","4","P2","LOW","S","sso-portal","missing","yes","low"
"ModalTimeline","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalTnc","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"ModalTncVoucher","SPLIT","1.5","P1","MEDIUM","XS","mykawan-website","missing","no","high"
"ModalTncVoucherRedeem","NEW_SHARED_COMPONENT","4","P0","HIGH","M","mykawan-website","missing","yes","high"
"ModalTotalParticipant","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","S","customer-portal|ecommerce-teman","missing","no","high"
"ModalUpdateStatus","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalViewDocument","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalViewMedia","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ModalVoucherDetail","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","mykawan-website","missing","yes","medium"
"ModalVoucherSuccess","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"MonthPicker","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","agent-admin|partner-portal","missing","yes","medium"
"MotorAddon","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"MotorcyclingDescription","KEEP_APP_LOCAL","N/A","P2","LOW","XS","gegm-friendcover","partial","no","low"
"MotorPackages","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"MotorPackagesDetail","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"MotorPackagesDetailInsurance","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"MotorSearch","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"MultiLang","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"MultipleSelect","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","admin-portal|affiliate-admin|agent-web-portal|partner-portal","partial","yes","medium"
"MultiSelect","NEW_SHARED_COMPONENT","4","P0","HIGH","M","agent-admin|teman-affiliate-admin|ticket-portal","partial","yes","high"
"MultiSelectContainer","KEEP_APP_LOCAL","N/A","P0","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"MultiSelectShell","NEW_SHARED_COMPONENT","4","P0","MEDIUM","S","teman-affiliate-admin","missing","yes","medium"
"MyTeamDetailsView","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-portal","partial","no","low"
"MyTeamView","SPLIT","1.5","P0","HIGH","XS","affiliate-portal|agent-portal|teman-affiliate-portal","partial","no","high"
"MyTeamViewContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","M","teman-affiliate-portal","partial","no","low"
"MyTeamViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","teman-affiliate-portal","partial","no","low"
"Nav","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"Navbar","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","claim-portal|gegm-friendcover","partial","no","low"
"NavbarHeader","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","S","customer-portal|ecommerce-gelm|grab-landing-page|haruuz-microsite|sso-portal","missing","no","high"
"NavbarHeaderShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","ecommerce-gelm","missing","no","low"
"NavFooter","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"Navigation","SPLIT","1.5","P2","LOW","XS","agent-microsite|ecommerce-teman","partial","no","high"
"Navigation Menu","NEW_SHARED_COMPONENT","4","P1","LOW","S","admin-portal-boost","missing","yes","low"
"NavigationBar","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","agent-microsite|customer-portal|ecommerce-gelm|ecommerce-teman|grab-landing-page|haruuz-microsite|sso-portal","partial","yes","medium"
"NavigationBarContainer","KEEP_APP_LOCAL","1.5","P2","LOW","M","ecommerce-teman","missing","no","low"
"NavigationBarShell","NEW_SHARED_COMPONENT","4","P2","LOW","S","ecommerce-gelm|ecommerce-teman|sso-portal","missing","yes","low"
"NavigationContainer","KEEP_APP_LOCAL","1.5","P2","LOW","M","ecommerce-teman","missing","no","low"
"NavigationMenu","NEW_SHARED_COMPONENT","4","P0","HIGH","L","admin-portal","missing","yes","high"
"NavigationShell","NEW_SHARED_COMPONENT","4","P2","LOW","M","ecommerce-teman","missing","yes","low"
"NewClaim","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NewClaimView","SPLIT","1.5","P0","HIGH","L","claim-portal","missing","no","high"
"NewClaimViewContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","L","claim-portal","missing","no","low"
"NewClaimViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"NewestClaim","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NewestPolicy","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NewView","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"NoConnectionDrawer","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"NomineeInfoSection","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"NomineeOtpModal","SPLIT","1.5","P1","MEDIUM","M","claim-portal","missing","no","high"
"NomineeOtpModalContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","claim-portal","missing","no","low"
"NomineeOtpModalShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"NomineePayeeList","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"NomineesFormView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NomineesListView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NomineeTab","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"NomineeTnc","KEEP_APP_LOCAL","N/A","P3","LOW","S","claim-portal","missing","no","low"
"NomineeTypeSelectionModal","KEEP_APP_LOCAL","N/A","P3","LOW","S","claim-portal","missing","no","low"
"NomineeView","SPLIT","1.5","P0","HIGH","XL","claim-portal","missing","no","high"
"NomineeViewContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","XL","claim-portal","missing","no","low"
"NomineeViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"NoRecentData","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|affiliate-admin|agent-web-portal|partner-portal","partial","yes","medium"
"NotAvailable","NEW_SHARED_COMPONENT","4","P0","MEDIUM","M","teman-affiliate-admin|ticket-portal","partial","yes","medium"
"NotFound","NEW_SHARED_COMPONENT","4","P0","MEDIUM","XS","affiliate-admin|affiliate-portal|agent-web-portal|partner-portal|teman-affiliate-portal","partial","yes","medium"
"NotFoundIllustration","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-portal","partial","no","low"
"NotFoundPage","KEEP_APP_LOCAL","1.5","P2","MEDIUM","XS","admin-portal|agent-admin","missing","no","low"
"Notification","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","agent-admin|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"NotificationBar","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"NotificationListShell","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","affiliate-portal","missing","no","low"
"NotificationListView","SPLIT","1.5","P1","MEDIUM","XS","affiliate-portal|agent-portal","partial","no","high"
"OCRPage","SPLIT","1.5","P1","MEDIUM","M","gen-ai-portal","partial","no","high"
"OCRPageShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","gen-ai-portal","missing","no","low"
"OpenTickets","SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"OpenTicketsContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","ticket-portal","partial","no","low"
"OpenTicketsShell","KEEP_APP_LOCAL","N/A","P1","LOW","M","ticket-portal","partial","no","low"
"OptimizeImage","SPLIT","1.5","P1","MEDIUM","S","affiliate-admin|affiliate-portal|agent-portal","partial","no","high"
"OptimizeImageShell","NEW_SHARED_COMPONENT","4","P2","LOW","XS","admin-portal|affiliate-admin","missing","yes","low"
"OrderAddPerson.view (ChangePlan)","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"OrderAddPerson.view (OrderAddPerson)","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"OrderDeclarationView","SPLIT","1.5","P1","HIGH","L","ecommerce-gelm","missing","no","high"
"OrderDeclarationViewShell","KEEP_APP_LOCAL","N/A","P2","HIGH","L","ecommerce-gelm","missing","no","low"
"OrderListPersonDeclaration.view","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"OrderPersonalInfo.view","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"OrderPersonalInfoView","SPLIT","1.5","P1","HIGH","L","ecommerce-gelm","missing","no","high"
"OrderPersonalInfoViewShell","KEEP_APP_LOCAL","N/A","P2","HIGH","L","ecommerce-gelm","missing","no","low"
"OrderPreview.view","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","agent-microsite","partial","no","low"
"OrderPreviewView","SPLIT","1.5","P1","HIGH","L","ecommerce-gelm","missing","no","high"
"OrderPreviewViewShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","ecommerce-gelm","missing","no","low"
"OtherPayeeForm","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"Otp","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","customer-portal","missing","no","low"
"OtpInput","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","customer-portal|ecommerce-teman|grab-landing-page|sso-portal","missing","yes","medium"
"OtpModal","SPLIT","1.5","P0","HIGH","L","claim-portal","missing","no","high"
"OtpModalContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","claim-portal","missing","no","low"
"OtpModalPhone","SPLIT","1.5","P1","MEDIUM","M","claim-portal","missing","no","high"
"OtpModalPhoneContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","claim-portal","missing","no","low"
"OtpModalPhoneShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"OtpModalShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"OtpPage","SPLIT","1.5","P1","HIGH","L","sso-portal","missing","no","high"
"OtpPageShell","KEEP_APP_LOCAL","N/A","P3","LOW","S","sso-portal","missing","no","low"
